Section_Name,Content,Approved/Disapproved,Blanks,signature,final_response,Content_modified,Category,Entity Dictionary,Final_signature
Why is this study being done?,"You are being asked to take part in this study because you have been diagnosed with advanced liver cancer. This study involves research. Participating in a research study is not the same as getting regular medical care. The primary purpose of a research study is to collect information about a medical treatment; the purpose of regular medical care is to improve your health. Being in this study does not replace your regular medical care, but you may have additional evaluations or changes in your treatments during the study.",,,yes,yes,"You are being asked to take part in this study because you have been diagnosed with advanced liver cancer. This study involves research. Participating in a research study is not the same as getting regular medical care. The primary purpose of a research study is to collect information about a medical treatment; the purpose of regular medical care is to improve your health. Being in this study does not replace your regular medical care, but you may have additional evaluations or changes in your treatments during the study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Why is this study being done?,"Your participation in this study is voluntary. If you do not want to take part in the study, your decision will be respected. If you decide not to take part in this study, you can continue with your current medical care.",,,yes,yes,"Your participation in this study is voluntary. If you do not want to take part in the study, your decision will be respected. If you decide not to take part in this study, you can continue with your current medical care.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Why is this study being done?,"Before participation in the study, you will receive a copy of the signed and dated written consent form and any other printed information that is provided.",,,yes,yes,"Before participation in the study, you will receive a copy of the signed and dated written consent form and any other printed information that is provided.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
How many people will take part in this study?,This study will take place in approximately 200 centers in 26 countries with about 650 participants with advanced liver cancer participating.,,,yes,yes,"This study will take place in approximately 200 centers in 26 countries with about 650 participants with advanced liver cancer participating.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
How long will my participation in this study last?,"You will receive study drug treatment until your disease progresses or the side effects are not acceptable. In some cases, the study doctor may decide that you may continue to receive treatment after your disease progresses. If you are assigned to receive nivolumab plus ipilimumab followed by nivolumab alone, you will stop receiving study treatment 2 years after you receive your first study treatment.",,,yes,yes,"You will receive study drug treatment until your disease progresses or the side effects are not acceptable. In some cases, the study doctor may decide that you may continue to receive treatment after your disease progresses. If you are assigned to receive nivolumab plus ipilimumab followed by nivolumab alone, you will stop receiving study treatment 2 years after you receive your first study treatment.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
How long will my participation in this study last?,"When you stop or complete study treatments, your study doctor will continue to assess your health condition. You will have follow-up visits approximately 30 days and 100 days after your last dose of study drug, and then study staff will follow up with you every 3 months until you leave the study or the study ends.",,,yes,yes,"When you stop or complete study treatments, your study doctor will continue to assess your health condition. You will have follow-up visits approximately 30 days and 100 days after your last dose of study drug, and then study staff will follow up with you every 3 months until you leave the study or the study ends.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What will happen during this study?,"The study is divided into 3 time periods: a screening period, a treatment period, and a follow-up period. During each study period, you will have 1 or more visits with your study doctor at the center. The screening visit will last about 4 hours, but all other visits will last about 1 to 2 hours.",,,yes,yes,"The study is divided into 3 time periods: a screening period, a treatment period, and a follow-up period. During each study period, you will have 1 or more visits with your study doctor at the center. The screening visit will last about 4 hours, but all other visits will last about 1 to 2 hours.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What will happen during this study?,"Before any study-related tests and procedures can be done, you will be asked to read and sign this informed consent form. After you sign this informed consent form, the study will begin with a screening visit. The purpose of the screening visit is to determine if you meet the requirements to take part in this study. If you do not meet the requirements, the study doctor will explain why and will discuss other treatment options with you.",,,yes,yes,"Before any study-related tests and procedures can be done, you will be asked to read and sign this informed consent form. After you sign this informed consent form, the study will begin with a screening visit. The purpose of the screening visit is to determine if you meet the requirements to take part in this study. If you do not meet the requirements, the study doctor will explain why and will discuss other treatment options with you.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What will happen during this study?,"If the study doctor determines that you meet all of the requirements to be in the study, you will be randomly assigned (like the flip of a coin) to receive one of the following treatments:",,,yes,yes,"If the study doctor determines that you meet all of the requirements to be in the study, you will be randomly assigned (like the flip of a coin) to receive one of the following treatments:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What will happen during this study?,Bullet- Investigational Therapy: Nivolumab 1 mg/kg plus ipilimumab 3 mg/kg intravenous (IV; in a vein) on the day 1 visit of each cycle every 3 weeks for up to 4 cycles. After 4 cycles you will receive nivolumab 480 mg alone every 4 weeks.,,,yes,yes,"Bullet- Investigational Therapy: Nivolumab 1 mg/kg plus ipilimumab 3 mg/kg intravenous (IV; in a vein) on the day 1 visit of each cycle every 3 weeks for up to 4 cycles. After 4 cycles you will receive nivolumab 480 mg alone every 4 weeks.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What will happen during this study?,Bullet- Standard of Care: Sorafenib 400 mg orally twice a day or lenvatinib 8 mg or 12 mg (depending on your body weight) orally once a day. Whether you receive sorafenib or lenvatinib will be based on the study doctorÃ¢ÂÂs judgment.,,,yes,yes,"Bullet- Standard of Care: Sorafenib 400 mg orally twice a day or lenvatinib 8 mg or 12 mg (depending on your body weight) orally once a day. Whether you receive sorafenib or lenvatinib will be based on the study doctorÃ¢ÂÂs judgment.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What will happen during this study?,You will have a 50% (1 in 2) chance of receiving nivolumab with ipilimumab followed by nivolumab alone and a 50% (1 in 2) chance of receiving the standard of care treatment: sorafenib or lenvatinib. You will be told which treatment that you are receiving.,,,yes,yes,"You will have a 50% (1 in 2) chance of receiving nivolumab with ipilimumab followed by nivolumab alone and a 50% (1 in 2) chance of receiving the standard of care treatment: sorafenib or lenvatinib. You will be told which treatment that you are receiving.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What will happen during this study?,"When you stop or complete study treatments, you will begin the follow-up period. During this period, your study doctor will continue to assess your health condition to find out, for example, if you have recovered, developed an illness, or suffered an important adverse event. Additionally, if your disease had not progressed when you stopped the study treatment, the computed topography (CT) scans may continue to be collected to monitor the disease status. You will also be asked questions regarding your medical condition and any new cancer treatment that you are receiving.",,,yes,yes,"When you stop or complete study treatments, you will begin the follow-up period. During this period, your study doctor will continue to assess your health condition to find out, for example, if you have recovered, developed an illness, or suffered an important adverse event. Additionally, if your disease had not progressed when you stopped the study treatment, the computed topography (CT) scans may continue to be collected to monitor the disease status. You will also be asked questions regarding your medical condition and any new cancer treatment that you are receiving.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"A description of the procedures and assessments that will be performed during the study, including the screening, treatment, and follow-up visits, is shown in the table below. The study doctor will explain all of the procedures and tests. In addition to the visits described below, the study doctor may ask you to come in for extra visits, if necessary for your safety.",,,yes,yes,"A description of the procedures and assessments that will be performed during the study, including the screening, treatment, and follow-up visits, is shown in the table below. The study doctor will explain all of the procedures and tests. In addition to the visits described below, the study doctor may ask you to come in for extra visits, if necessary for your safety.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,The following tests and procedures will be performed by the study staff as part of this study:,,,yes,yes,"The following tests and procedures will be performed by the study staff as part of this study:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- Collection of your urine and blood for laboratory tests to measure your blood chemistry, including kidney and liver function; how well your blood clots (coagulation parameters); red and white blood cells count and platelet counts; and measure your thyroid function. At screening, you will be also checked for hepatitis B, C, or D infection. You must not have knowledge of an active HIV infection or positive HIV test for you to participate in the study, and HIV testing may also be conducted if required by local law. You will be informed about these tests results. Positive HIV and hepatitis B and C tests will be reportable to responsible local authorities.. In addition to the samples above:",,,yes,yes,"Bullet- Collection of your urine and blood for laboratory tests to measure your blood chemistry, including kidney and liver function; how well your blood clots (coagulation parameters); red and white blood cells count and platelet counts; and measure your thyroid function. At screening, you will be also checked for hepatitis B, C, or D infection. You must not have knowledge of an active HIV infection or positive HIV test for you to participate in the study, and HIV testing may also be conducted if required by local law. You will be informed about these tests results. Positive HIV and hepatitis B and C tests will be reportable to responsible local authorities.. In addition to the samples above:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- If you are positive for hepatitis B or C, additional blood samples will be collected during treatment and follow-up visits to monitor the disease status.",,,yes,yes,"Bullet- If you are positive for hepatitis B or C, additional blood samples will be collected during treatment and follow-up visits to monitor the disease status.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- If you are receiving nivolumab, alone or in combination with ipilimumab, additional blood samples will be drawn before and after some infusions to assess the levels of nivolumab and ipilimumab in your blood, as well as your immune response to nivolumab and/or ipilimumab.",,,yes,yes,"Bullet- If you are receiving nivolumab, alone or in combination with ipilimumab, additional blood samples will be drawn before and after some infusions to assess the levels of nivolumab and ipilimumab in your blood, as well as your immune response to nivolumab and/or ipilimumab.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- If you are receiving lenvatinib as standard of care, additional urine samples will be obtained during treatment and follow-up visits to monitor your renal function.",,,yes,yes,"Bullet- If you are receiving lenvatinib as standard of care, additional urine samples will be obtained during treatment and follow-up visits to monitor your renal function.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"No more than 730 mL (about 3 cups) of total blood volume will be collected throughout the study, which includes about 21 mL (about one and a half a tablespoon) of blood collected at screening, about 430 mL (about 2 cups) during the treatment phase, and about 18 mL (about a tablespoon) at follow-up for Central Laboratory.",,,yes,yes,"No more than 730 mL (about 3 cups) of total blood volume will be collected throughout the study, which includes about 21 mL (about one and a half a tablespoon) of blood collected at screening, about 430 mL (about 2 cups) during the treatment phase, and about 18 mL (about a tablespoon) at follow-up for Central Laboratory.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- CT scan or magnetic resonance imaging (MRI) will be done to monitor the disease status. A CT is a test that uses a computer to make pictures of organs of the body. An MRI is a test that uses magnetic waves to look at soft tissues of the body and create pictures. These pictures will allow your doctor to monitor your disease before, during, and after you receive study treatment to see if the tumors change in size or spread outside of the liver.",,,yes,yes,"Bullet- CT scan or magnetic resonance imaging (MRI) will be done to monitor the disease status. A CT is a test that uses a computer to make pictures of organs of the body. An MRI is a test that uses magnetic waves to look at soft tissues of the body and create pictures. These pictures will allow your doctor to monitor your disease before, during, and after you receive study treatment to see if the tumors change in size or spread outside of the liver.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,Bullet- An ECG (or Ã¢ÂÂelectrocardiogramÃ¢ÂÂ) is a test that measures the electrical activity of the heart. A technician will place patches on your chest that will be connected by wires to a machine. An echocardiogram is used to take pictures of the structures and movements of the heart. A hand-held wand or patches are placed on your chest for the procedure.,,,yes,yes,"Bullet- An ECG (or Ã¢ÂÂelectrocardiogramÃ¢ÂÂ) is a test that measures the electrical activity of the heart. A technician will place patches on your chest that will be connected by wires to a machine. An echocardiogram is used to take pictures of the structures and movements of the heart. A hand-held wand or patches are placed on your chest for the procedure.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- If you have had a tumor biopsy/cancer surgery for your disease, your study doctor will request the original samples from the medical facility where it was done. If there is no tumor tissue available, you will be required to have a biopsy to obtain tumor tissue. To participate in this study, you must provide your permission to obtain tumor tissue samples and allow your study doctor to send them to an outside laboratory for investigational testing. Your study doctor may",,,yes,yes,"Bullet- If you have had a tumor biopsy/cancer surgery for your disease, your study doctor will request the original samples from the medical facility where it was done. If there is no tumor tissue available, you will be required to have a biopsy to obtain tumor tissue. To participate in this study, you must provide your permission to obtain tumor tissue samples and allow your study doctor to send them to an outside laboratory for investigational testing. Your study doctor may
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"also request your permission to send additional tumor tissues samples if your disease progresses, if those samples are available. Submission of this additional tissue is optional. Your tumor samples will be tested to determine whether or not your cancer tumors have certain features that may help scientists better understand liver cancer and may also help scientists understand why your specific type of liver cancer tumor either responded or did not respond to the study drug. Scientists will look for certain types of genes and proteins that may be present on the surface of or within your tumor cells and may also look to see if certain types of white blood cells called lymphocytes are present within your tumors. Genomic (DNA/RNA) testing will be used to identify specific genetic variants related to cancer risk, prognosis, and treatments.",,,yes,yes,"also request your permission to send additional tumor tissues samples if your disease progresses, if those samples are available. Submission of this additional tissue is optional. Your tumor samples will be tested to determine whether or not your cancer tumors have certain features that may help scientists better understand liver cancer and may also help scientists understand why your specific type of liver cancer tumor either responded or did not respond to the study drug. Scientists will look for certain types of genes and proteins that may be present on the surface of or within your tumor cells and may also look to see if certain types of white blood cells called lymphocytes are present within your tumors. Genomic (DNA/RNA) testing will be used to identify specific genetic variants related to cancer risk, prognosis, and treatments.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- Since some genetic variations can help to predict future health problems of you and your relatives, this information might be of interest to health providers, life insurance companies, and others.",,,yes,yes,"Bullet- Since some genetic variations can help to predict future health problems of you and your relatives, this information might be of interest to health providers, life insurance companies, and others.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- A federal law, called the Genetic Information Nondiscrimination Act (GINA), generally makes it illegal for health insurance companies, group health plans, and most employers (those with over 15 employees) to discriminate against you based on your genetic information. This law generally will protect you in the following ways:",,,yes,yes,"Bullet- A federal law, called the Genetic Information Nondiscrimination Act (GINA), generally makes it illegal for health insurance companies, group health plans, and most employers (those with over 15 employees) to discriminate against you based on your genetic information. This law generally will protect you in the following ways:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,Bullet- Health insurance companies and group health plans may not request your genetic information from this research.,,,yes,yes,"Bullet- Health insurance companies and group health plans may not request your genetic information from this research.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,Bullet- Health insurance companies and group health plans may not use your genetic information when making decisions about your eligibility or premiums.,,,yes,yes,"Bullet- Health insurance companies and group health plans may not use your genetic information when making decisions about your eligibility or premiums.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- Employers with 15 or more employees may not use your genetic information from this research when making a decision to hire, promote, or fire you or when setting the terms of your employment.",,,yes,yes,"Bullet- Employers with 15 or more employees may not use your genetic information from this research when making a decision to hire, promote, or fire you or when setting the terms of your employment.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- Most health insurance companies and group health plans must follow this federal law (Tricare, Indian Health Services, and Federal employees with Federal Health Benefits plans are being excluded).",,,yes,yes,"Bullet- Most health insurance companies and group health plans must follow this federal law (Tricare, Indian Health Services, and Federal employees with Federal Health Benefits plans are being excluded).
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- GINA does not protect you against genetic discrimination by companies that sell life insurance, disability insurance, or long-term care insurance. GINA also does not protect you against discrimination based on an already-diagnosed genetic condition or disease. Most states also have laws in place that protect against genetic discrimination, and some of those laws are more protective than GINA.",,,yes,yes,"Bullet- GINA does not protect you against genetic discrimination by companies that sell life insurance, disability insurance, or long-term care insurance. GINA also does not protect you against discrimination based on an already-diagnosed genetic condition or disease. Most states also have laws in place that protect against genetic discrimination, and some of those laws are more protective than GINA.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"Bullet- Measuring biomarkers (substances in your blood, stool, and tissue, such as proteins) could help predict whether or not someone is likely to benefit from a drug. Genomic (DNA/RNA) testing will be used to identify specific genetic variants that could show your cancer risk, how well your cancer might react to treatment, and which treatments might work best in your body. DNA is the material in a cell that carries all the information about how a living thing will look and function. This is known as genetic information. Genes are sections of the DNA that carry pieces of information. In addition to DNA, another part of the cell, RNA, helps to make proteins and can also carry genetic information. This study has testing that may reveal the genetic information carried by your DNA and",,,yes,yes,"Bullet- Measuring biomarkers (substances in your blood, stool, and tissue, such as proteins) could help predict whether or not someone is likely to benefit from a drug. Genomic (DNA/RNA) testing will be used to identify specific genetic variants that could show your cancer risk, how well your cancer might react to treatment, and which treatments might work best in your body. DNA is the material in a cell that carries all the information about how a living thing will look and function. This is known as genetic information. Genes are sections of the DNA that carry pieces of information. In addition to DNA, another part of the cell, RNA, helps to make proteins and can also carry genetic information. This study has testing that may reveal the genetic information carried by your DNA and
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"RNA. During the course of this study, researchers may run biomarker tests on your samples to answer the questions being asked in this study. Biomarkers include proteins, DNA, RNA, and other molecules which can be found in blood, other body fluids, or tissues. Biomarker tests can aid in understanding how or if a body will respond to a treatment and predicting how a disease will progress. The information from these tests may also be used to create or improve tests that may help predict how study participants and their disease will respond to treatment or to help choose the right drug for each study participant.",,,yes,yes,"RNA. During the course of this study, researchers may run biomarker tests on your samples to answer the questions being asked in this study. Biomarkers include proteins, DNA, RNA, and other molecules which can be found in blood, other body fluids, or tissues. Biomarker tests can aid in understanding how or if a body will respond to a treatment and predicting how a disease will progress. The information from these tests may also be used to create or improve tests that may help predict how study participants and their disease will respond to treatment or to help choose the right drug for each study participant.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"The samples collected for biomarker testing during this study will be used for the purposes described in the study procedures section and will be destroyed at the end of their usable life or the end of the scheduled storage period, whichever comes first. The scheduled storage period begins 2 years after the final study report is written and will be 15 years or the maximum allowed by applicable law.",,,yes,yes,"The samples collected for biomarker testing during this study will be used for the purposes described in the study procedures section and will be destroyed at the end of their usable life or the end of the scheduled storage period, whichever comes first. The scheduled storage period begins 2 years after the final study report is written and will be 15 years or the maximum allowed by applicable law.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"The biomarker testing described in this section is required for the main study. This is separate from the use of samples for additional research, which is described later in this consent.",,,yes,yes,"The biomarker testing described in this section is required for the main study. This is separate from the use of samples for additional research, which is described later in this consent.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"All information collected, as described above, will be kept confidential. For details, see the Confidentiality section of this informed consent.",,,yes,yes,"All information collected, as described above, will be kept confidential. For details, see the Confidentiality section of this informed consent.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,Abbreviations: ECG = electrocardiogram; CT = computed topography; MRI = magnetic resonance imaging.,,,yes,yes,"Abbreviations: ECG = electrocardiogram; CT = computed topography; MRI = magnetic resonance imaging.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"After the Day 100 (ÃÂ±7 days) Follow-Up Visit, you will have subsequent follow-Up visits every 3 months until you leave the study or the study ends. Those follow-Up visits may be done by telephone call. Your survival status will be recorded, and you will be asked about any additional cancer therapies you received after the study treatment was stopped and asked to answer survey questions about your health and activities you are able to perform.",,,yes,yes,"After the Day 100 (ÃÂ±7 days) Follow-Up Visit, you will have subsequent follow-Up visits every 3 months until you leave the study or the study ends. Those follow-Up visits may be done by telephone call. Your survival status will be recorded, and you will be asked about any additional cancer therapies you received after the study treatment was stopped and asked to answer survey questions about your health and activities you are able to perform.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Study Procedures and Assessments,"In the event it is necessary to further evaluate the safety or efficacy of the drug, it may be necessary to have access to additional information about your health status. Your study doctor may attempt to obtain study-related information about your health from you or from other sources, including your primary care physician and public sources such as national patient registries (eg, cancer registries). This may include contacting you again by phone or letter. If your study doctor needs to follow up with you but cannot find you, he/she may try to learn your new address, telephone number, or current health status by calling or writing to the person(s) named as your secondary contact(s). If your study doctor cannot obtain information through your secondary contact(s), he or she may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help him/her complete the follow-up stage of the trial. No one but the study doctor or a member of his/her team will contact you or your family members.",,,yes,yes,"In the event it is necessary to further evaluate the safety or efficacy of the drug, it may be necessary to have access to additional information about your health status. Your study doctor may attempt to obtain study-related information about your health from you or from other sources, including your primary care physician and public sources such as national patient registries (eg, cancer registries). This may include contacting you again by phone or letter. If your study doctor needs to follow up with you but cannot find you, he/she may try to learn your new address, telephone number, or current health status by calling or writing to the person(s) named as your secondary contact(s). If your study doctor cannot obtain information through your secondary contact(s), he or she may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help him/her complete the follow-up stage of the trial. No one but the study doctor or a member of his/her team will contact you or your family members.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Tell your study doctor,,,yes,yes,"Bullet- Tell your study doctor
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
