Section_Name,Content,Approved/Disapproved,Blanks,signature,final_response,Content_modified,Category,Entity Dictionary,Final_signature
Key Summary Information,Bullet- Laboratory work,,,yes,yes,"Bullet- Laboratory work
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Site Version Date: March 24, 2020",,,yes,yes,"Site Version Date: March 24, 2020
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Sponsor Template Version and Date: Main ICF_USA_V2.1.0_24Jul2019,,,yes,yes,"Sponsor Template Version and Date: Main ICF_USA_V2.1.0_24Jul2019
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Page 1 of 41,,,yes,yes,"Page 1 of 41
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Physical exam,,,yes,yes,"Bullet- Physical exam
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Bullet- Vital signs (includes blood pressure, heart rate, temperature, respiratory rate)",,,yes,yes,"Bullet- Vital signs (includes blood pressure, heart rate, temperature, respiratory rate)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Questionnaires,,,yes,yes,"Bullet- Questionnaires
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Review of medications,,,yes,yes,"Bullet- Review of medications
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Review of side effects,,,yes,yes,"Bullet- Review of side effects
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Tumor imaging (to check your tumor size or to see if the tumor has spread),,,yes,yes,"Bullet- Tumor imaging (to check your tumor size or to see if the tumor has spread)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Electrocardiogram (ECG) Ã¢ÂÂ testing electrical activity of the heartbeat (required only if taking Lenvatinib),,,yes,yes,"Bullet- Electrocardiogram (ECG) Ã¢ÂÂ testing electrical activity of the heartbeat (required only if taking Lenvatinib)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,There are risks to this study that are described in this document. Most common risks are included below with a complete list of risks provided in the Potential Risk section of this document.,,,yes,yes,"There are risks to this study that are described in this document. Most common risks are included below with a complete list of risks provided in the Potential Risk section of this document.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Most common risks with nivolumab combined with ipilimumab are:,,,yes,yes,"Bullet- Most common risks with nivolumab combined with ipilimumab are:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- ALT and/or AST increased (lab test results associated with abnormal liver function),,,yes,yes,"Bullet- ALT and/or AST increased (lab test results associated with abnormal liver function)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Diarrhea,,,yes,yes,"Bullet- Diarrhea
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Decreased appetite,,,yes,yes,"Bullet- Decreased appetite
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Fatigue,,,yes,yes,"Bullet- Fatigue
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Fever,,,yes,yes,"Bullet- Fever
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Itching,,,yes,yes,"Bullet- Itching
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Lipase increased (lab test result associated with pancreas inflammation),,,yes,yes,"Bullet- Lipase increased (lab test result associated with pancreas inflammation)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Musculoskeletal pain,,,yes,yes,"Bullet- Musculoskeletal pain
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Nausea,,,yes,yes,"Bullet- Nausea
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Decreased thyroid function,,,yes,yes,"Bullet- Decreased thyroid function
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Rash,,,yes,yes,"Bullet- Rash
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Most common risks with nivolumab are:,,,yes,yes,"Bullet- Most common risks with nivolumab are:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Diarrhea,,,yes,yes,"Bullet- Diarrhea
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Fatigue,,,yes,yes,"Bullet- Fatigue
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Itching,,,yes,yes,"Bullet- Itching
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Rash,,,yes,yes,"Bullet- Rash
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Lung inflammation (pneumonitis),,,yes,yes,"Bullet- Lung inflammation (pneumonitis)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Most common risks with Sorafenib are:,,,yes,yes,"Bullet- Most common risks with Sorafenib are:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Diarrhea,,,yes,yes,"Bullet- Diarrhea
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Feeling sick (nausea),,,yes,yes,"Bullet- Feeling sick (nausea)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Feeling weak or tired (fatigue),,,yes,yes,"Bullet- Feeling weak or tired (fatigue)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Bullet- Pain (including mouth pain, abdominal pain, headache, bone pain, tumor pain)",,,yes,yes,"Bullet- Pain (including mouth pain, abdominal pain, headache, bone pain, tumor pain)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Hair loss (alopecia),,,yes,yes,"Bullet- Hair loss (alopecia)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Flushed or painful palms or soles (hand foot skin reaction),,,yes,yes,"Bullet- Flushed or painful palms or soles (hand foot skin reaction)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Itching or rash,,,yes,yes,"Bullet- Itching or rash
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Throwing up (vomiting),,,yes,yes,"Bullet- Throwing up (vomiting)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Bullet- Bleeding (including bleeding in the brain, gut wall and respiratory tract (hemorrhage)",,,yes,yes,"Bullet- Bleeding (including bleeding in the brain, gut wall and respiratory tract (hemorrhage)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Bullet- High blood pressure, or increases in blood pressure (hypertension)",,,yes,yes,"Bullet- High blood pressure, or increases in blood pressure (hypertension)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Infections,,,yes,yes,"Bullet- Infections
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Loss of appetite (anorexia),,,yes,yes,"Bullet- Loss of appetite (anorexia)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Constipation,,,yes,yes,"Bullet- Constipation
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Joint pain (arthralgia),,,yes,yes,"Bullet- Joint pain (arthralgia)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Fever,,,yes,yes,"Bullet- Fever
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Weight loss,,,yes,yes,"Bullet- Weight loss
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Dry skin,,,yes,yes,"Bullet- Dry skin
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Most common risks with Lenvatinib are:,,,yes,yes,"Bullet- Most common risks with Lenvatinib are:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- High or low blood pressure,,,yes,yes,"Bullet- High or low blood pressure
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Loss of appetite or weight loss,,,yes,yes,"Bullet- Loss of appetite or weight loss
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Feeling sick and being sick,,,yes,yes,"Bullet- Feeling sick and being sick
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Constipation,,,yes,yes,"Bullet- Constipation
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Diarrhea,,,yes,yes,"Bullet- Diarrhea
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Abdominal pain,,,yes,yes,"Bullet- Abdominal pain
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Indigestion,,,yes,yes,"Bullet- Indigestion
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Feeling very tired or weak,,,yes,yes,"Bullet- Feeling very tired or weak
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Hoarse voice,,,yes,yes,"Bullet- Hoarse voice
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Swelling of the legs,,,yes,yes,"Bullet- Swelling of the legs
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Rash,,,yes,yes,"Bullet- Rash
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Bullet- Dry, sore, or inflamed mouth",,,yes,yes,"Bullet- Dry, sore, or inflamed mouth
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Odd taste sensation,,,yes,yes,"Bullet- Odd taste sensation
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Joint or muscle pain,,,yes,yes,"Bullet- Joint or muscle pain
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Feeling dizzy,,,yes,yes,"Bullet- Feeling dizzy
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Hair loss,,,yes,yes,"Bullet- Hair loss
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Bullet- Bleeding (most commonly nose bleeds, but also other types of bleeding such as blood in the urine, bruising, bleeding from the gums or gut wall)",,,yes,yes,"Bullet- Bleeding (most commonly nose bleeds, but also other types of bleeding such as blood in the urine, bruising, bleeding from the gums or gut wall)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Trouble sleeping,,,yes,yes,"Bullet- Trouble sleeping
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Changes in urine tests for protein (high) and urinary infections (increased frequency in urination and pain in passing urine),,,yes,yes,"Bullet- Changes in urine tests for protein (high) and urinary infections (increased frequency in urination and pain in passing urine)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Headache and back pain,,,yes,yes,"Bullet- Headache and back pain
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Bullet- Redness, soreness and swelling of the skin on the hands and feet (hand-foot syndrome)",,,yes,yes,"Bullet- Redness, soreness and swelling of the skin on the hands and feet (hand-foot syndrome)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"Bullet- Underactive thyroid (tiredness, weight gain, constipation, feeling cold, dry skin)",,,yes,yes,"Bullet- Underactive thyroid (tiredness, weight gain, constipation, feeling cold, dry skin)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Changes in blood test results for potassium levels (low) and calcium levels (low),,,yes,yes,"Bullet- Changes in blood test results for potassium levels (low) and calcium levels (low)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Decrease in the number of white blood cells,,,yes,yes,"Bullet- Decrease in the number of white blood cells
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Changes in blood test results for liver function,,,yes,yes,"Bullet- Changes in blood test results for liver function
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,Bullet- Low levels of platelets in the blood which may lead to bruising and difficulty in wound healing.,,,yes,yes,"Bullet- Low levels of platelets in the blood which may lead to bruising and difficulty in wound healing.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Key Summary Information,"If you are interested in learning more about this study, please continue to read below.",,,yes,yes,"If you are interested in learning more about this study, please continue to read below.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Introduction and Background Information,You are invited to take part in a research study because you have been diagnosed with advanced liver cancer. The study is being conducted under the direction of Dr. Vivek Sharma at the University of Louisville. About 5 local subjects will be invited to take part in this research. The total number of subjects across all sites is estimated to be 650.,,,yes,yes,"You are invited to take part in a research study because you have been diagnosed with advanced liver cancer. The study is being conducted under the direction of Dr. Vivek Sharma at the University of Louisville. About 5 local subjects will be invited to take part in this research. The total number of subjects across all sites is estimated to be 650.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Introduction and Background Information,"Participating in a research study is not the same as getting regular medical care. The primary purpose of a research study is to collect information about a medical treatment; the purpose of regular medical care is to improve your health. Being in this study does not replace your regular medical care, but you may have additional evaluations or changes in your treatments during the study.",,,yes,yes,"Participating in a research study is not the same as getting regular medical care. The primary purpose of a research study is to collect information about a medical treatment; the purpose of regular medical care is to improve your health. Being in this study does not replace your regular medical care, but you may have additional evaluations or changes in your treatments during the study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Introduction and Background Information,"Your participation in this study is voluntary. If you do not want to take part in the study, your decision will be respected. If you decide not to take part in this study, you can continue with your current medical care.",,,yes,yes,"Your participation in this study is voluntary. If you do not want to take part in the study, your decision will be respected. If you decide not to take part in this study, you can continue with your current medical care.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Introduction and Background Information,"Before participation in the study, you or your legally acceptable representative will receive a copy of the signed and dated written consent form and any other printed information that is provided.",,,yes,yes,"Before participation in the study, you or your legally acceptable representative will receive a copy of the signed and dated written consent form and any other printed information that is provided.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Purpose,"The purpose of this study is to see if there is improvement of your liver cancer (clinical benefit), to see if the study treatment is safe over a long period of time (long-term safety) and to collect information on your survival (survival data) with the investigational treatment (nivolumab with ipilimumab followed by nivolumab alone) in participants with advanced liver cancer who have not previously received a drug treatment for this disease. Nivolumab and ipilimumab are types of immunotherapy that work by encouraging the body's own immune system to attack the cancer cells. The main purpose of this study is to learn how well the investigational treatment works and how safe it is compared with other therapies that have already been approved by Food and Drug Administration (FDA) in this case, sorafenib or lenvatinib. Sorafenib and lenvatinib are standard of care treatments, which are treatments that are usually used first for your liver cancer.",,,yes,yes,"The purpose of this study is to see if there is improvement of your liver cancer (clinical benefit), to see if the study treatment is safe over a long period of time (long-term safety) and to collect information on your survival (survival data) with the investigational treatment (nivolumab with ipilimumab followed by nivolumab alone) in participants with advanced liver cancer who have not previously received a drug treatment for this disease. Nivolumab and ipilimumab are types of immunotherapy that work by encouraging the body's own immune system to attack the cancer cells. The main purpose of this study is to learn how well the investigational treatment works and how safe it is compared with other therapies that have already been approved by Food and Drug Administration (FDA) in this case, sorafenib or lenvatinib. Sorafenib and lenvatinib are standard of care treatments, which are treatments that are usually used first for your liver cancer.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,"Your participation in this study will last until your disease progresses or the side effects are not acceptable. If you consent to participate, you will have the following procedures while you are in this study. If you are assigned to receive nivolumab plus ipilimumab followed by nivolumab alone, you will stop receiving study treatment 2 years after you receive your first study treatment.",,,yes,yes,"Your participation in this study will last until your disease progresses or the side effects are not acceptable. If you consent to participate, you will have the following procedures while you are in this study. If you are assigned to receive nivolumab plus ipilimumab followed by nivolumab alone, you will stop receiving study treatment 2 years after you receive your first study treatment.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,"When you stop or complete study treatments, your study doctor will continue to assess your health condition. You will have follow-up visits approximately 30 days and 100 days after your last dose of study drug, and then study staff will follow up with you every 3 months until you leave the study or the study ends.",,,yes,yes,"When you stop or complete study treatments, your study doctor will continue to assess your health condition. You will have follow-up visits approximately 30 days and 100 days after your last dose of study drug, and then study staff will follow up with you every 3 months until you leave the study or the study ends.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,You will be randomly assigned (like the flip of a coin) to receive one of the following treatments:,,,yes,yes,"You will be randomly assigned (like the flip of a coin) to receive one of the following treatments:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
